StudentID,CourseID
20180003,6
20180003,12
20180003,17
20180003,19
20180003,20
20180003,22
20180003,23
20180003,24
20180003,25
20180003,26
20180003,27
20180003,32
20180003,18
20180003,21
20180003,127
20180003,128
20180003,129
20180003,130
20180003,131
20180003,132
20180003,133
20180003,134
20180003,135
20180003,136
20180003,137
20180003,138
20180003,1
20180003,2
20180003,3
20180003,4
20180003,5
20180003,7
20180003,8
20180003,9
20180003,10
20180003,11
20180003,13
20180003,14
20180003,15
20180003,16
20180003,176
20180003,177
20180003,178
20180003,148
20180003,139
20180003,149
20180003,140
20180003,144
20180003,143
20180006,6
20180006,12
20180006,17
20180006,19
20180006,20
20180006,22
20180006,23
20180006,24
20180006,25
20180006,26
20180006,27
20180006,32
20180006,18
20180006,21
20180006,127
20180006,128
20180006,129
20180006,130
20180006,131
20180006,132
20180006,133
20180006,134
20180006,135
20180006,136
20180006,137
20180006,138
20180006,1
20180006,2
20180006,3
20180006,4
20180006,5
20180006,7
20180006,8
20180006,9
20180006,10
20180006,11
20180006,13
20180006,14
20180006,15
20180006,16
20180006,176
20180006,177
20180006,178
20180006,144
20180006,142
20180006,150
20180006,140
20180006,148
20180006,141
20180008,6
20180008,12
20180008,17
20180008,19
20180008,20
20180008,22
20180008,23
20180008,24
20180008,25
20180008,26
20180008,27
20180008,32
20180008,18
20180008,21
20180008,127
20180008,128
20180008,129
20180008,130
20180008,131
20180008,132
20180008,133
20180008,134
20180008,135
20180008,136
20180008,137
20180008,138
20180008,1
20180008,2
20180008,3
20180008,4
20180008,5
20180008,7
20180008,8
20180008,9
20180008,10
20180008,11
20180008,13
20180008,14
20180008,15
20180008,16
20180008,176
20180008,177
20180008,178
20180008,145
20180008,149
20180008,143
20180008,141
20180008,148
20180008,139
20180015,6
20180015,12
20180015,17
20180015,19
20180015,20
20180015,22
20180015,23
20180015,24
20180015,25
20180015,26
20180015,27
20180015,32
20180015,18
20180015,21
20180015,127
20180015,128
20180015,129
20180015,130
20180015,131
20180015,132
20180015,133
20180015,134
20180015,135
20180015,136
20180015,137
20180015,138
20180015,1
20180015,2
20180015,3
20180015,4
20180015,5
20180015,7
20180015,8
20180015,9
20180015,10
20180015,11
20180015,13
20180015,14
20180015,15
20180015,16
20180015,176
20180015,177
20180015,178
20180015,139
20180015,149
20180015,148
20180015,150
20180015,144
20180015,142
20180021,6
20180021,12
20180021,17
20180021,19
20180021,20
20180021,22
20180021,23
20180021,24
20180021,25
20180021,26
20180021,27
20180021,32
20180021,18
20180021,21
20180021,127
20180021,128
20180021,129
20180021,130
20180021,131
20180021,132
20180021,133
20180021,134
20180021,135
20180021,136
20180021,137
20180021,138
20180021,1
20180021,2
20180021,3
20180021,4
20180021,5
20180021,7
20180021,8
20180021,9
20180021,10
20180021,11
20180021,13
20180021,14
20180021,15
20180021,16
20180021,176
20180021,177
20180021,178
20180021,143
20180021,146
20180021,141
20180021,150
20180021,145
20180021,144
20180022,6
20180022,12
20180022,17
20180022,19
20180022,20
20180022,22
20180022,23
20180022,24
20180022,25
20180022,26
20180022,27
20180022,32
20180022,18
20180022,21
20180022,127
20180022,128
20180022,129
20180022,130
20180022,131
20180022,132
20180022,133
20180022,134
20180022,135
20180022,136
20180022,137
20180022,138
20180022,1
20180022,2
20180022,3
20180022,4
20180022,5
20180022,7
20180022,8
20180022,9
20180022,10
20180022,11
20180022,13
20180022,14
20180022,15
20180022,16
20180022,176
20180022,177
20180022,178
20180022,150
20180022,139
20180022,142
20180022,143
20180022,149
20180022,145
20180036,6
20180036,12
20180036,17
20180036,19
20180036,20
20180036,22
20180036,23
20180036,24
20180036,25
20180036,26
20180036,27
20180036,32
20180036,18
20180036,21
20180036,127
20180036,128
20180036,129
20180036,130
20180036,131
20180036,132
20180036,133
20180036,134
20180036,135
20180036,136
20180036,137
20180036,138
20180036,1
20180036,2
20180036,3
20180036,4
20180036,5
20180036,7
20180036,8
20180036,9
20180036,10
20180036,11
20180036,13
20180036,14
20180036,15
20180036,16
20180036,176
20180036,177
20180036,178
20180036,147
20180036,146
20180036,144
20180036,139
20180036,141
20180036,143
20180044,6
20180044,12
20180044,17
20180044,19
20180044,20
20180044,22
20180044,23
20180044,24
20180044,25
20180044,26
20180044,27
20180044,32
20180044,18
20180044,21
20180044,127
20180044,128
20180044,129
20180044,130
20180044,131
20180044,132
20180044,133
20180044,134
20180044,135
20180044,136
20180044,137
20180044,138
20180044,1
20180044,2
20180044,3
20180044,4
20180044,5
20180044,7
20180044,8
20180044,9
20180044,10
20180044,11
20180044,13
20180044,14
20180044,15
20180044,16
20180044,176
20180044,177
20180044,178
20180044,140
20180044,147
20180044,146
20180044,142
20180044,145
20180044,150
20180053,6
20180053,12
20180053,17
20180053,19
20180053,20
20180053,22
20180053,23
20180053,24
20180053,25
20180053,26
20180053,27
20180053,32
20180053,18
20180053,21
20180053,127
20180053,128
20180053,129
20180053,130
20180053,131
20180053,132
20180053,133
20180053,134
20180053,135
20180053,136
20180053,137
20180053,138
20180053,1
20180053,2
20180053,3
20180053,4
20180053,5
20180053,7
20180053,8
20180053,9
20180053,10
20180053,11
20180053,13
20180053,14
20180053,15
20180053,16
20180053,176
20180053,177
20180053,178
20180053,141
20180053,149
20180053,144
20180053,145
20180053,143
20180053,140
20180058,6
20180058,12
20180058,17
20180058,19
20180058,20
20180058,22
20180058,23
20180058,24
20180058,25
20180058,26
20180058,27
20180058,32
20180058,18
20180058,21
20180058,127
20180058,128
20180058,129
20180058,130
20180058,131
20180058,132
20180058,133
20180058,134
20180058,135
20180058,136
20180058,137
20180058,138
20180058,1
20180058,2
20180058,3
20180058,4
20180058,5
20180058,7
20180058,8
20180058,9
20180058,10
20180058,11
20180058,13
20180058,14
20180058,15
20180058,16
20180058,176
20180058,177
